"Latest: Time (s)","Latest: Force 1 (N)","Latest: Force 2 (N)","Latest: Force 3 (N)","Latest: Force 4 (N)","Latest: Total Force (N)"
4796,285.71,722.83,332.11,398.05,1738.7
4800,286.94,721.61,333.33,398.05,1739.93
4804,285.71,721.61,332.11,398.05,1737.48
4808,286.94,721.61,333.33,398.05,1739.93
4812,286.94,724.05,332.11,398.05,1741.15
4816,285.71,722.83,333.33,398.05,1739.92
4820,286.94,722.83,332.11,398.05,1739.93
4824,286.94,722.83,333.33,399.27,1742.37
4828,286.94,722.83,333.33,398.05,1741.15
4832,286.94,721.61,333.33,396.83,1738.71
4836,286.94,722.83,332.11,398.05,1739.93
4840,286.94,722.83,332.11,398.05,1739.93
4844,286.94,721.61,333.33,398.05,1739.93
4848,285.71,721.61,332.11,398.05,1737.48
4852,286.94,722.83,332.11,398.05,1739.93
4856,286.94,722.83,332.11,398.05,1739.93
4860,286.94,722.83,332.11,398.05,1739.93
4864,286.94,721.61,332.11,398.05,1738.71
4868,286.94,722.83,333.33,398.05,1741.15
4872,285.71,721.61,333.33,398.05,1738.7
4876,285.71,722.83,332.11,396.83,1737.48
4880,285.71,721.61,332.11,399.27,1738.7
4884,286.94,721.61,333.33,398.05,1739.93
4888,286.94,721.61,333.33,398.05,1739.93
4892,286.94,721.61,332.11,398.05,1738.71
4896,286.94,722.83,332.11,399.27,1741.15
4900,286.94,721.61,332.11,398.05,1738.71
4904,285.71,721.61,333.33,398.05,1738.7
4908,285.71,721.61,332.11,398.05,1737.48
4912,286.94,721.61,332.11,398.05,1738.71
4916,286.94,721.61,332.11,398.05,1738.71
4920,285.71,721.61,332.11,398.05,1737.48
4924,286.94,721.61,333.33,398.05,1739.93
4928,285.71,721.61,332.11,398.05,1737.48
4932,285.71,722.83,333.33,398.05,1739.92
4936,284.49,721.61,332.11,398.05,1736.26
4940,285.71,722.83,332.11,398.05,1738.7
4944,285.71,721.61,332.11,398.05,1737.48
4948,285.71,721.61,333.33,398.05,1738.7
4952,286.94,722.83,330.89,398.05,1738.71
4956,286.94,721.61,332.11,398.05,1738.71
4960,286.94,722.83,333.33,398.05,1741.15
4964,286.94,721.61,332.11,398.05,1738.71
4968,286.94,722.83,332.11,398.05,1739.93
4972,286.94,721.61,332.11,398.05,1738.71
4976,285.71,721.61,330.89,398.05,1736.26
4980,286.94,721.61,332.11,398.05,1738.71
4984,285.71,721.61,333.33,398.05,1738.7
4988,285.71,721.61,330.89,398.05,1736.26
4992,285.71,722.83,330.89,399.27,1738.7
4996,285.71,721.61,332.11,398.05,1737.48
5000,286.94,721.61,332.11,398.05,1738.71
5004,285.71,722.83,332.11,398.05,1738.7
5008,285.71,721.61,332.11,398.05,1737.48
5012,286.94,722.83,330.89,398.05,1738.71
5016,286.94,721.61,330.89,398.05,1737.49
5020,285.71,721.61,330.89,398.05,1736.26
5024,285.71,721.61,333.33,398.05,1738.7
5028,286.94,722.83,332.11,399.27,1741.15
5032,285.71,721.61,332.11,398.05,1737.48
5036,286.94,721.61,332.11,398.05,1738.71
5040,286.94,721.61,332.11,398.05,1738.71
5044,285.71,722.83,332.11,399.27,1739.92
5048,286.94,721.61,332.11,398.05,1738.71
5052,286.94,721.61,332.11,399.27,1739.93
5056,285.71,721.61,332.11,398.05,1737.48
5060,286.94,721.61,332.11,399.27,1739.93
5064,286.94,721.61,330.89,399.27,1738.71
5068,285.71,721.61,332.11,399.27,1738.7
5072,286.94,721.61,332.11,398.05,1738.71
5076,286.94,721.61,332.11,398.05,1738.71
5080,285.71,722.83,332.11,399.27,1739.92
5084,285.71,722.83,332.11,399.27,1739.92
5088,286.94,721.61,332.11,399.27,1739.93
5092,286.94,721.61,332.11,399.27,1739.93
5096,286.94,721.61,332.11,398.05,1738.71
5100,285.71,721.61,333.33,398.05,1738.7
5104,285.71,721.61,332.11,398.05,1737.48
5108,286.94,722.83,330.89,398.05,1738.71
5112,285.71,720.39,330.89,398.05,1735.04
5116,285.71,722.83,332.11,399.27,1739.92
5120,285.71,721.61,332.11,399.27,1738.7
5124,286.94,722.83,330.89,398.05,1738.71
5128,286.94,722.83,330.89,398.05,1738.71
5132,285.71,721.61,332.11,398.05,1737.48
5136,286.94,724.05,332.11,398.05,1741.15
5140,285.71,722.83,332.11,398.05,1738.7
5144,285.71,721.61,332.11,399.27,1738.7
5148,286.94,721.61,332.11,399.27,1739.93
5152,286.94,721.61,330.89,398.05,1737.49
5156,285.71,721.61,332.11,398.05,1737.48
5160,286.94,721.61,332.11,399.27,1739.93
5164,286.94,721.61,332.11,399.27,1739.93
5168,285.71,721.61,332.11,398.05,1737.48
5172,286.94,721.61,330.89,398.05,1737.49
5176,285.71,721.61,332.11,398.05,1737.48
5180,285.71,721.61,332.11,398.05,1737.48
5184,286.94,722.83,332.11,398.05,1739.93
5188,285.71,721.61,332.11,398.05,1737.48
5192,286.94,721.61,330.89,398.05,1737.49
5196,286.94,720.39,332.11,398.05,1737.49
5200,286.94,721.61,332.11,398.05,1738.71
5204,285.71,721.61,332.11,398.05,1737.48
5208,285.71,721.61,332.11,398.05,1737.48
5212,286.94,721.61,332.11,399.27,1739.93
5216,286.94,721.61,332.11,399.27,1739.93
5220,286.94,721.61,330.89,399.27,1738.71
5224,286.94,721.61,330.89,399.27,1738.71
5228,286.94,721.61,332.11,399.27,1739.93
5232,286.94,722.83,332.11,399.27,1741.15
5236,286.94,721.61,332.11,398.05,1738.71
5240,286.94,721.61,332.11,398.05,1738.71
5244,286.94,721.61,332.11,399.27,1739.93
5248,286.94,721.61,333.33,398.05,1739.93
5252,286.94,721.61,332.11,396.83,1737.49
5256,286.94,722.83,330.89,396.83,1737.49
5260,288.16,721.61,330.89,399.27,1739.93
5264,286.94,721.61,332.11,396.83,1737.49
5268,285.71,721.61,332.11,396.83,1736.26
5272,285.71,722.83,332.11,396.83,1737.48
5276,285.71,722.83,332.11,396.83,1737.48
5280,285.71,721.61,333.33,398.05,1738.7
5284,285.71,722.83,332.11,398.05,1738.7
5288,286.94,721.61,333.33,399.27,1741.15
5292,286.94,721.61,333.33,398.05,1739.93
5296,286.94,721.61,332.11,396.83,1737.49
5300,285.71,721.61,332.11,399.27,1738.7
5304,285.71,721.61,332.11,398.05,1737.48
5308,285.71,721.61,332.11,398.05,1737.48
5312,286.94,721.61,332.11,398.05,1738.71
5316,286.94,721.61,332.11,398.05,1738.71
5320,286.94,721.61,332.11,399.27,1739.93
5324,286.94,722.83,332.11,398.05,1739.93
5328,286.94,721.61,330.89,398.05,1737.49
5332,286.94,720.39,332.11,398.05,1737.49
5336,286.94,720.39,332.11,399.27,1738.71
5340,286.94,721.61,330.89,398.05,1737.49
5344,286.94,720.39,330.89,399.27,1737.49
5348,288.16,721.61,330.89,399.27,1739.93
5352,288.16,721.61,330.89,399.27,1739.93
5356,286.94,720.39,330.89,399.27,1737.49
5360,288.16,720.39,330.89,399.27,1738.71
5364,286.94,721.61,332.11,399.27,1739.93
5368,286.94,721.61,330.89,400.49,1739.93
5372,286.94,721.61,330.89,399.27,1738.71
5376,286.94,721.61,332.11,399.27,1739.93
5380,288.16,721.61,332.11,400.49,1742.37
5384,286.94,721.61,333.33,398.05,1739.93
5388,285.71,721.61,332.11,399.27,1738.7
5392,286.94,721.61,332.11,399.27,1739.93
5396,288.16,721.61,332.11,399.27,1741.15
5400,286.94,721.61,332.11,399.27,1739.93
5404,286.94,722.83,333.33,399.27,1742.37
5408,286.94,722.83,332.11,396.83,1738.71
5412,286.94,721.61,332.11,398.05,1738.71
5416,286.94,722.83,333.33,396.83,1739.93
5420,286.94,721.61,332.11,398.05,1738.71
5424,285.71,722.83,333.33,396.83,1738.7
5428,285.71,722.83,333.33,396.83,1738.7
5432,286.94,722.83,332.11,396.83,1738.71
5436,286.94,721.61,332.11,399.27,1739.93
5440,285.71,722.83,332.11,399.27,1739.92
5444,285.71,722.83,333.33,398.05,1739.92
5448,286.94,722.83,332.11,398.05,1739.93
5452,285.71,722.83,333.33,396.83,1738.7
5456,285.71,724.05,333.33,396.83,1739.92
5460,285.71,722.83,332.11,398.05,1738.7
5464,285.71,722.83,333.33,396.83,1738.7
5468,285.71,722.83,332.11,398.05,1738.7
5472,286.94,722.83,333.33,398.05,1741.15
5476,285.71,724.05,333.33,396.83,1739.92
5480,285.71,724.05,332.11,398.05,1739.92
5484,285.71,722.83,333.33,398.05,1739.92
5488,284.49,722.83,333.33,396.83,1737.48
5492,286.94,722.83,333.33,398.05,1741.15
5496,285.71,724.05,333.33,396.83,1739.92
5500,285.71,722.83,332.11,398.05,1738.7
5504,285.71,724.05,333.33,398.05,1741.14
5508,286.94,724.05,333.33,398.05,1742.37
5512,285.71,724.05,333.33,396.83,1739.92
5516,284.49,724.05,333.33,396.83,1738.7
5520,285.71,722.83,332.11,396.83,1737.48
5524,285.71,724.05,332.11,396.83,1738.7
5528,285.71,724.05,334.55,396.83,1741.14
5532,285.71,722.83,333.33,396.83,1738.7
5536,285.71,724.05,333.33,396.83,1739.92
5540,285.71,725.27,332.11,396.83,1739.92
5544,285.71,724.05,333.33,396.83,1739.92
5548,286.94,721.61,332.11,399.27,1739.93
5552,286.94,721.61,332.11,399.27,1739.93
5556,286.94,722.83,332.11,398.05,1739.93
5560,286.94,722.83,332.11,399.27,1741.15
5564,286.94,721.61,332.11,398.05,1738.71
5568,286.94,722.83,332.11,398.05,1739.93
5572,286.94,722.83,332.11,398.05,1739.93
5576,286.94,722.83,330.89,398.05,1738.71
5580,286.94,722.83,332.11,398.05,1739.93
5584,286.94,721.61,332.11,398.05,1738.71
5588,285.71,722.83,330.89,399.27,1738.7
5592,286.94,721.61,332.11,398.05,1738.71
5596,286.94,721.61,332.11,399.27,1739.93
5600,286.94,722.83,330.89,399.27,1739.93
5604,286.94,721.61,330.89,399.27,1738.71
5608,285.71,721.61,330.89,399.27,1737.48
5612,286.94,722.83,332.11,399.27,1741.15
5616,286.94,724.05,332.11,399.27,1742.37
5620,285.71,721.61,330.89,398.05,1736.26
5624,285.71,721.61,332.11,398.05,1737.48
5628,286.94,722.83,332.11,399.27,1741.15
5632,285.71,722.83,332.11,399.27,1739.92
5636,286.94,722.83,332.11,398.05,1739.93
5640,288.16,722.83,330.89,399.27,1741.15
5644,288.16,722.83,330.89,398.05,1739.93
5648,286.94,722.83,332.11,398.05,1739.93
5652,286.94,721.61,330.89,399.27,1738.71
5656,285.71,722.83,332.11,398.05,1738.7
5660,286.94,722.83,330.89,398.05,1738.71
5664,285.71,722.83,330.89,398.05,1737.48
5668,286.94,722.83,332.11,398.05,1739.93
5672,285.71,721.61,332.11,398.05,1737.48
5676,286.94,721.61,332.11,398.05,1738.71
5680,286.94,721.61,332.11,398.05,1738.71
5684,285.71,721.61,332.11,398.05,1737.48
5688,285.71,721.61,332.11,398.05,1737.48
5692,286.94,721.61,332.11,398.05,1738.71
5696,286.94,721.61,332.11,398.05,1738.71
5700,286.94,722.83,332.11,398.05,1739.93
5704,285.71,722.83,333.33,398.05,1739.92
5708,286.94,721.61,332.11,398.05,1738.71
5712,288.16,722.83,330.89,399.27,1741.15
5716,286.94,721.61,332.11,398.05,1738.71
5720,286.94,722.83,332.11,398.05,1739.93
5724,286.94,722.83,332.11,399.27,1741.15
5728,290.6,719.17,332.11,400.49,1742.37
5732,286.94,722.83,330.89,399.27,1739.93
5736,286.94,721.61,330.89,400.49,1739.93
5740,289.38,720.39,329.67,401.71,1741.15
5744,286.94,724.05,332.11,398.05,1741.15
5748,285.71,722.83,332.11,398.05,1738.7
5752,285.71,722.83,332.11,398.05,1738.7
5756,285.71,724.05,333.33,398.05,1741.14
5760,286.94,722.83,333.33,399.27,1742.37
5764,286.94,724.05,333.33,398.05,1742.37
5768,285.71,722.83,333.33,398.05,1739.92
5772,286.94,724.05,333.33,398.05,1742.37
5776,285.71,722.83,333.33,398.05,1739.92
5780,286.94,722.83,333.33,398.05,1741.15
5784,285.71,722.83,333.33,398.05,1739.92
5788,286.94,722.83,332.11,398.05,1739.93
5792,286.94,722.83,330.89,398.05,1738.71
5796,285.71,722.83,330.89,399.27,1738.7
5800,286.94,722.83,332.11,398.05,1739.93
5804,285.71,722.83,332.11,398.05,1738.7
5808,286.94,724.05,332.11,398.05,1741.15
5812,285.71,724.05,332.11,398.05,1739.92
5816,289.38,720.39,330.89,401.71,1742.37
5820,289.38,720.39,329.67,401.71,1741.15
5824,289.38,720.39,329.67,401.71,1741.15
5828,288.16,720.39,329.67,401.71,1739.93
5832,289.38,720.39,330.89,401.71,1742.37
5836,289.38,719.17,330.89,401.71,1741.15
5840,289.38,719.17,330.89,402.93,1742.37
5844,289.38,720.39,329.67,402.93,1742.37
5848,289.38,720.39,330.89,401.71,1742.37
5852,289.38,720.39,329.67,401.71,1741.15
5856,289.38,720.39,329.67,401.71,1741.15
5860,289.38,720.39,330.89,401.71,1742.37
5864,289.38,720.39,329.67,401.71,1741.15
5868,289.38,719.17,329.67,401.71,1739.93
5872,289.38,719.17,329.67,402.93,1741.15
5876,289.38,720.39,330.89,401.71,1742.37
5880,289.38,719.17,330.89,404.15,1743.59
5884,288.16,717.95,330.89,404.15,1741.15
5888,285.71,722.83,333.33,398.05,1739.92
5892,286.94,721.61,332.11,399.27,1739.93
5896,286.94,721.61,332.11,399.27,1739.93
5900,285.71,722.83,332.11,398.05,1738.7
5904,285.71,722.83,333.33,396.83,1738.7
5908,285.71,724.05,332.11,396.83,1738.7
5912,286.94,722.83,332.11,396.83,1738.71
5916,285.71,724.05,332.11,396.83,1738.7
5920,285.71,722.83,332.11,398.05,1738.7
5924,286.94,722.83,332.11,399.27,1741.15
5928,288.16,719.17,330.89,404.15,1742.37
5932,289.38,717.95,329.67,404.15,1741.15
5936,289.38,717.95,329.67,404.15,1741.15
5940,286.94,722.83,332.11,399.27,1741.15
5944,285.71,722.83,333.33,399.27,1741.14
5948,285.71,721.61,332.11,398.05,1737.48
5952,286.94,722.83,333.33,399.27,1742.37
5956,286.94,722.83,333.33,396.83,1739.93
5960,286.94,722.83,333.33,398.05,1741.15
5964,286.94,722.83,333.33,398.05,1741.15
5968,286.94,724.05,332.11,396.83,1739.93
5972,286.94,721.61,332.11,399.27,1739.93
5976,286.94,722.83,332.11,398.05,1739.93
5980,288.16,721.61,333.33,396.83,1739.93
5984,286.94,721.61,332.11,398.05,1738.71
5988,286.94,722.83,332.11,396.83,1738.71
5992,285.71,722.83,333.33,396.83,1738.7
5996,286.94,722.83,333.33,398.05,1741.15
6000,285.71,722.83,333.33,398.05,1739.92
6004,285.71,722.83,333.33,398.05,1739.92
6008,285.71,724.05,333.33,396.83,1739.92
6012,285.71,722.83,333.33,396.83,1738.7
6016,286.94,724.05,333.33,396.83,1741.15
6020,285.71,722.83,334.55,398.05,1741.14
6024,286.94,724.05,333.33,398.05,1742.37
6028,286.94,722.83,333.33,398.05,1741.15
6032,285.71,722.83,334.55,396.83,1739.92
6036,285.71,724.05,332.11,396.83,1738.7
6040,286.94,724.05,333.33,396.83,1741.15
6044,286.94,724.05,333.33,396.83,1741.15
6048,286.94,722.83,332.11,396.83,1738.71
6052,286.94,724.05,333.33,396.83,1741.15
6056,286.94,722.83,333.33,396.83,1739.93
6060,286.94,722.83,332.11,396.83,1738.71
6064,286.94,722.83,333.33,398.05,1741.15
6068,286.94,722.83,333.33,396.83,1739.93
6072,286.94,722.83,333.33,396.83,1739.93
6076,285.71,724.05,332.11,396.83,1738.7
6080,286.94,724.05,333.33,396.83,1741.15
6084,285.71,722.83,332.11,398.05,1738.7
6088,285.71,722.83,333.33,398.05,1739.92
6092,285.71,722.83,333.33,398.05,1739.92
6096,286.94,722.83,333.33,396.83,1739.93
6100,286.94,722.83,333.33,396.83,1739.93
6104,285.71,724.05,333.33,396.83,1739.92
6108,286.94,722.83,332.11,396.83,1738.71
6112,286.94,722.83,333.33,396.83,1739.93
6116,286.94,724.05,333.33,398.05,1742.37
6120,285.71,721.61,333.33,396.83,1737.48
6124,286.94,721.61,333.33,396.83,1738.71
6128,286.94,722.83,333.33,396.83,1739.93
6132,286.94,722.83,332.11,398.05,1739.93
6136,286.94,722.83,333.33,396.83,1739.93
6140,285.71,722.83,333.33,396.83,1738.7
6144,285.71,721.61,332.11,398.05,1737.48
6148,286.94,722.83,333.33,398.05,1741.15
6152,286.94,722.83,333.33,398.05,1741.15
6156,286.94,724.05,333.33,396.83,1741.15
6160,285.71,724.05,333.33,396.83,1739.92
6164,286.94,724.05,332.11,396.83,1739.93
6168,286.94,722.83,332.11,396.83,1738.71
6172,286.94,722.83,332.11,398.05,1739.93
6176,286.94,721.61,332.11,398.05,1738.71
6180,286.94,724.05,332.11,398.05,1741.15
6184,286.94,722.83,332.11,398.05,1739.93
6188,286.94,724.05,332.11,398.05,1741.15
6192,285.71,722.83,333.33,396.83,1738.7
6196,285.71,721.61,333.33,396.83,1737.48
6200,286.94,722.83,332.11,396.83,1738.71
6204,286.94,724.05,333.33,395.6,1739.92
6208,285.71,725.27,333.33,396.83,1741.14
6212,285.71,726.5,333.33,395.6,1741.14
6216,286.94,724.05,332.11,398.05,1741.15
6220,285.71,722.83,332.11,398.05,1738.7
6224,286.94,721.61,333.33,398.05,1739.93
6228,288.16,721.61,333.33,399.27,1742.37
6232,286.94,722.83,333.33,398.05,1741.15
6236,285.71,722.83,333.33,398.05,1739.92
6240,285.71,722.83,333.33,398.05,1739.92
6244,285.71,722.83,333.33,398.05,1739.92
6248,285.71,722.83,333.33,398.05,1739.92
6252,285.71,722.83,333.33,398.05,1739.92
6256,286.94,721.61,333.33,399.27,1741.15
6260,285.71,722.83,334.55,398.05,1741.14
6264,286.94,722.83,334.55,399.27,1743.59
6268,286.94,722.83,333.33,398.05,1741.15
6272,286.94,721.61,333.33,399.27,1741.15
6276,286.94,721.61,333.33,398.05,1739.93
6280,286.94,722.83,333.33,398.05,1741.15
6284,286.94,722.83,333.33,398.05,1741.15
6288,285.71,721.61,332.11,398.05,1737.48
6292,285.71,721.61,333.33,399.27,1739.92
6296,288.16,722.83,333.33,399.27,1743.59
6300,286.94,721.61,332.11,399.27,1739.93
6304,286.94,721.61,333.33,399.27,1741.15
6308,286.94,722.83,332.11,399.27,1741.15
6312,286.94,721.61,333.33,398.05,1739.93
6316,286.94,721.61,333.33,399.27,1741.15
6320,286.94,722.83,333.33,396.83,1739.93
6324,285.71,721.61,333.33,398.05,1738.7
6328,285.71,724.05,332.11,398.05,1739.92
6332,285.71,724.05,332.11,398.05,1739.92
6336,286.94,722.83,332.11,396.83,1738.71
6340,285.71,722.83,332.11,398.05,1738.7
6344,286.94,721.61,332.11,399.27,1739.93
6348,286.94,721.61,333.33,396.83,1738.71
6352,286.94,721.61,332.11,398.05,1738.71
6356,286.94,721.61,332.11,399.27,1739.93
6360,286.94,721.61,332.11,400.49,1741.15
6364,286.94,721.61,332.11,399.27,1739.93
6368,286.94,721.61,333.33,399.27,1741.15
6372,286.94,721.61,332.11,399.27,1739.93
6376,286.94,722.83,332.11,399.27,1741.15
6380,286.94,721.61,332.11,398.05,1738.71
6384,285.71,722.83,332.11,399.27,1739.92
6388,286.94,722.83,333.33,399.27,1742.37
6392,285.71,722.83,333.33,398.05,1739.92
6396,286.94,724.05,330.89,396.83,1738.71
6400,285.71,722.83,333.33,398.05,1739.92
6404,285.71,724.05,332.11,398.05,1739.92
6408,286.94,722.83,333.33,396.83,1739.93
6412,285.71,724.05,332.11,396.83,1738.7
6416,285.71,724.05,332.11,396.83,1738.7
6420,285.71,724.05,332.11,396.83,1738.7
6424,285.71,722.83,332.11,398.05,1738.7
6428,285.71,722.83,332.11,398.05,1738.7
6432,285.71,722.83,332.11,396.83,1737.48
6436,286.94,724.05,332.11,396.83,1739.93
6440,286.94,722.83,332.11,396.83,1738.71
6444,286.94,724.05,332.11,396.83,1739.93
6448,286.94,724.05,332.11,396.83,1739.93
6452,285.71,724.05,330.89,396.83,1737.48
6456,286.94,722.83,332.11,398.05,1739.93
6460,286.94,722.83,332.11,396.83,1738.71
6464,286.94,722.83,333.33,396.83,1739.93
6468,286.94,722.83,332.11,396.83,1738.71
6472,286.94,724.05,332.11,396.83,1739.93
6476,286.94,724.05,332.11,396.83,1739.93
6480,286.94,722.83,333.33,398.05,1741.15
6484,286.94,722.83,333.33,396.83,1739.93
6488,286.94,722.83,333.33,398.05,1741.15
6492,286.94,721.61,332.11,398.05,1738.71
6496,286.94,722.83,332.11,398.05,1739.93
6500,285.71,722.83,332.11,396.83,1737.48
6504,286.94,722.83,333.33,396.83,1739.93
6508,286.94,724.05,333.33,398.05,1742.37
6512,288.16,722.83,332.11,398.05,1741.15
6516,288.16,722.83,330.89,396.83,1738.71
6520,288.16,724.05,332.11,398.05,1742.37
6524,288.16,724.05,330.89,398.05,1741.15
6528,286.94,724.05,332.11,396.83,1739.93
6532,288.16,724.05,332.11,398.05,1742.37
6536,288.16,724.05,332.11,396.83,1741.15
6540,288.16,724.05,333.33,396.83,1742.37
6544,286.94,722.83,332.11,398.05,1739.93
6548,286.94,724.05,332.11,396.83,1739.93
6552,286.94,724.05,333.33,396.83,1741.15
6556,286.94,724.05,330.89,398.05,1739.93
6560,286.94,722.83,332.11,398.05,1739.93
6564,286.94,722.83,333.33,398.05,1741.15
6568,286.94,721.61,333.33,398.05,1739.93
6572,285.71,722.83,333.33,398.05,1739.92
6576,286.94,724.05,332.11,396.83,1739.93
6580,286.94,724.05,330.89,396.83,1738.71
6584,286.94,722.83,332.11,396.83,1738.71
6588,286.94,722.83,332.11,396.83,1738.71
6592,286.94,722.83,332.11,398.05,1739.93
6596,288.16,721.61,330.89,400.49,1741.15
6600,286.94,722.83,333.33,396.83,1739.93
6604,286.94,724.05,333.33,398.05,1742.37
6608,286.94,721.61,332.11,398.05,1738.71
6612,286.94,724.05,332.11,398.05,1741.15
6616,286.94,722.83,330.89,396.83,1737.49
6620,286.94,724.05,332.11,396.83,1739.93
6624,286.94,724.05,333.33,395.6,1739.92
6628,286.94,722.83,332.11,398.05,1739.93
6632,286.94,724.05,333.33,396.83,1741.15
6636,286.94,722.83,332.11,396.83,1738.71
6640,286.94,722.83,333.33,398.05,1741.15
6644,286.94,722.83,332.11,396.83,1738.71
6648,286.94,722.83,333.33,398.05,1741.15
6652,285.71,721.61,333.33,396.83,1737.48
6656,286.94,721.61,333.33,398.05,1739.93
6660,286.94,724.05,332.11,398.05,1741.15
6664,285.71,722.83,333.33,398.05,1739.92
6668,285.71,722.83,333.33,398.05,1739.92
6672,286.94,722.83,333.33,398.05,1741.15
6676,286.94,722.83,333.33,398.05,1741.15
6680,285.71,724.05,333.33,396.83,1739.92
6684,286.94,722.83,332.11,396.83,1738.71
6688,286.94,724.05,332.11,396.83,1739.93
6692,286.94,724.05,332.11,398.05,1741.15
6696,286.94,724.05,333.33,398.05,1742.37
6700,286.94,724.05,333.33,398.05,1742.37
6704,286.94,724.05,332.11,398.05,1741.15
6708,286.94,724.05,332.11,396.83,1739.93
6712,286.94,724.05,330.89,396.83,1738.71
6716,286.94,722.83,332.11,398.05,1739.93
6720,286.94,724.05,332.11,396.83,1739.93
6724,286.94,724.05,332.11,396.83,1739.93
6728,286.94,724.05,333.33,396.83,1741.15
6732,286.94,725.27,332.11,396.83,1741.15
6736,288.16,724.05,332.11,398.05,1742.37
6740,286.94,722.83,332.11,396.83,1738.71
6744,285.71,724.05,332.11,398.05,1739.92
6748,285.71,724.05,332.11,396.83,1738.7
6752,285.71,724.05,333.33,396.83,1739.92
6756,286.94,722.83,332.11,396.83,1738.71
6760,286.94,724.05,332.11,396.83,1739.93
6764,286.94,724.05,332.11,396.83,1739.93
6768,286.94,724.05,332.11,396.83,1739.93
6772,286.94,724.05,332.11,396.83,1739.93
6776,286.94,724.05,333.33,396.83,1741.15
6780,285.71,724.05,333.33,398.05,1741.14
6784,286.94,722.83,333.33,398.05,1741.15
6788,286.94,722.83,332.11,396.83,1738.71
6792,286.94,724.05,332.11,396.83,1739.93
6796,285.71,722.83,332.11,396.83,1737.48
6800,286.94,721.61,332.11,396.83,1737.49
6804,285.71,722.83,333.33,398.05,1739.92
6808,286.94,722.83,332.11,396.83,1738.71
6812,285.71,722.83,332.11,396.83,1737.48
6816,286.94,724.05,332.11,396.83,1739.93
6820,285.71,724.05,332.11,396.83,1738.7
6824,286.94,722.83,332.11,396.83,1738.71
6828,286.94,722.83,332.11,398.05,1739.93
6832,286.94,721.61,332.11,396.83,1737.49
6836,286.94,722.83,332.11,396.83,1738.71
6840,286.94,722.83,332.11,398.05,1739.93
6844,286.94,722.83,332.11,396.83,1738.71
6848,286.94,722.83,334.55,398.05,1742.37
6852,286.94,724.05,332.11,396.83,1739.93
6856,285.71,722.83,332.11,396.83,1737.48
6860,286.94,722.83,333.33,398.05,1741.15
6864,285.71,724.05,333.33,396.83,1739.92
6868,285.71,722.83,332.11,396.83,1737.48
6872,286.94,721.61,332.11,398.05,1738.71
6876,286.94,722.83,332.11,396.83,1738.71
6880,286.94,722.83,333.33,396.83,1739.93
6884,285.71,724.05,333.33,396.83,1739.92
6888,286.94,724.05,332.11,398.05,1741.15
6892,286.94,722.83,333.33,398.05,1741.15
6896,286.94,724.05,332.11,398.05,1741.15
6900,286.94,724.05,333.33,396.83,1741.15
6904,286.94,721.61,332.11,399.27,1739.93
6908,288.16,720.39,330.89,400.49,1739.93
6912,285.71,724.05,332.11,398.05,1739.92
6916,286.94,722.83,333.33,398.05,1741.15
6920,285.71,722.83,333.33,398.05,1739.92
6924,285.71,722.83,332.11,396.83,1737.48
6928,285.71,724.05,332.11,396.83,1738.7
6932,286.94,722.83,333.33,396.83,1739.93
6936,285.71,724.05,332.11,398.05,1739.92
6940,286.94,724.05,333.33,396.83,1741.15
6944,285.71,724.05,332.11,396.83,1738.7
6948,286.94,724.05,332.11,398.05,1741.15
6952,285.71,724.05,332.11,398.05,1739.92
6956,286.94,724.05,332.11,398.05,1741.15
6960,286.94,722.83,330.89,399.27,1739.93
6964,286.94,724.05,332.11,399.27,1742.37
6968,286.94,722.83,332.11,398.05,1739.93
6972,285.71,724.05,332.11,398.05,1739.92
6976,286.94,722.83,332.11,399.27,1741.15
6980,285.71,722.83,333.33,398.05,1739.92
6984,285.71,724.05,332.11,395.6,1737.47
6988,284.49,724.05,332.11,396.83,1737.48
6992,286.94,722.83,333.33,399.27,1742.37
6996,285.71,722.83,332.11,398.05,1738.7
7000,285.71,724.05,332.11,399.27,1741.14
7004,286.94,722.83,330.89,398.05,1738.71
7008,286.94,722.83,332.11,398.05,1739.93
7012,286.94,722.83,330.89,399.27,1739.93
7016,286.94,722.83,330.89,399.27,1739.93
7020,286.94,722.83,330.89,399.27,1739.93
7024,286.94,722.83,333.33,399.27,1742.37
7028,286.94,722.83,332.11,399.27,1741.15
7032,286.94,722.83,332.11,398.05,1739.93
7036,288.16,722.83,333.33,398.05,1742.37
7040,285.71,721.61,332.11,398.05,1737.48
7044,285.71,724.05,333.33,396.83,1739.92
7048,286.94,724.05,332.11,398.05,1741.15
7052,288.16,722.83,333.33,399.27,1743.59
7056,286.94,724.05,332.11,399.27,1742.37
7060,288.16,721.61,333.33,398.05,1741.15
7064,286.94,722.83,332.11,399.27,1741.15
7068,286.94,722.83,333.33,398.05,1741.15
7072,286.94,720.39,332.11,399.27,1738.71
7076,286.94,721.61,330.89,399.27,1738.71
7080,286.94,720.39,332.11,401.71,1741.15
7084,288.16,721.61,332.11,400.49,1742.37
7088,286.94,721.61,332.11,400.49,1741.15
7092,286.94,721.61,332.11,398.05,1738.71
7096,288.16,720.39,330.89,401.71,1741.15
7100,288.16,720.39,330.89,400.49,1739.93
7104,288.16,719.17,330.89,401.71,1739.93
7108,286.94,721.61,330.89,400.49,1739.93
7112,288.16,719.17,332.11,401.71,1741.15
