"Latest: Time (s)","Latest: Force 1 (N)","Latest: Force 2 (N)","Latest: Force 3 (N)","Latest: Force 4 (N)","Latest: Total Force (N)"
1561,284.49,700.85,306.47,387.06,1678.87
1562,284.49,699.63,306.47,388.28,1678.87
1563,284.49,700.85,306.47,388.28,1680.09
1564,283.27,699.63,306.47,387.06,1676.43
1565,283.27,700.85,304.03,385.84,1673.99
1566,283.27,698.41,305.25,385.84,1672.77
1567,282.05,700.85,305.25,385.84,1673.99
1568,283.27,698.41,305.25,388.28,1675.21
1569,283.27,698.41,305.25,387.06,1673.99
1570,283.27,698.41,305.25,388.28,1675.21
1571,284.49,698.41,304.03,387.06,1673.99
1572,283.27,698.41,305.25,387.06,1673.99
1573,284.49,697.19,304.03,387.06,1672.77
1574,283.27,697.19,305.25,387.06,1672.77
1575,284.49,698.41,305.25,387.06,1675.21
1576,283.27,698.41,305.25,387.06,1673.99
1577,283.27,698.41,305.25,387.06,1673.99
1578,283.27,698.41,304.03,387.06,1672.77
1579,283.27,699.63,304.03,387.06,1673.99
1580,283.27,698.41,305.25,387.06,1673.99
1581,283.27,698.41,304.03,387.06,1672.77
1582,283.27,698.41,304.03,387.06,1672.77
1583,283.27,698.41,305.25,387.06,1673.99
1584,283.27,698.41,304.03,387.06,1672.77
1585,283.27,698.41,305.25,387.06,1673.99
1586,283.27,698.41,305.25,387.06,1673.99
1587,284.49,698.41,305.25,387.06,1675.21
1588,283.27,700.85,305.25,387.06,1676.43
1589,283.27,699.63,305.25,387.06,1675.21
1590,283.27,698.41,306.47,387.06,1675.21
1591,283.27,700.85,306.47,384.62,1675.21
1592,286.94,704.52,308.91,391.94,1692.31
1593,288.16,703.3,307.69,391.94,1691.09
1594,286.94,703.3,308.91,391.94,1691.09
1595,288.16,703.3,307.69,391.94,1691.09
1596,285.71,704.52,307.69,394.38,1692.3
1597,284.49,698.41,304.03,387.06,1673.99
1598,284.49,698.41,305.25,387.06,1675.21
1599,283.27,691.09,301.59,388.28,1664.23
1600,283.27,698.41,305.25,384.62,1671.55
1601,283.27,697.19,305.25,387.06,1672.77
1602,283.27,698.41,304.03,385.84,1671.55
1603,283.27,698.41,304.03,385.84,1671.55
1604,283.27,698.41,306.47,385.84,1673.99
1605,283.27,702.08,306.47,385.84,1677.66
1606,283.27,699.63,305.25,385.84,1673.99
1607,283.27,698.41,305.25,385.84,1672.77
1608,283.27,699.63,305.25,387.06,1675.21
1609,283.27,698.41,305.25,385.84,1672.77
1610,283.27,699.63,305.25,385.84,1673.99
1611,283.27,698.41,304.03,385.84,1671.55
1612,283.27,699.63,304.03,385.84,1672.77
1613,283.27,699.63,305.25,385.84,1673.99
1614,283.27,698.41,305.25,385.84,1672.77
1615,283.27,699.63,305.25,387.06,1675.21
1616,282.05,698.41,305.25,387.06,1672.77
1617,283.27,698.41,305.25,387.06,1673.99
1618,283.27,698.41,304.03,385.84,1671.55
1619,283.27,699.63,305.25,385.84,1673.99
1620,283.27,699.63,305.25,385.84,1673.99
1621,283.27,699.63,305.25,385.84,1673.99
1622,283.27,699.63,305.25,385.84,1673.99
1623,283.27,702.08,305.25,382.17,1672.77
1624,280.83,698.41,307.69,388.28,1675.21
1625,290.6,716.73,297.92,383.39,1688.64
1626,277.17,720.39,323.57,373.63,1694.76
1627,274.73,714.29,326.01,374.85,1689.88
1628,267.4,705.74,304.03,384.62,1661.79
1629,285.71,709.4,305.25,377.29,1677.65
1630,269.84,736.26,330.89,380.95,1717.94
1631,283.27,697.19,304.03,385.84,1670.33
1632,283.27,698.41,304.03,385.84,1671.55
1633,282.05,698.41,304.03,385.84,1670.33
1634,272.28,706.96,315.02,378.51,1672.77
1635,286.94,697.19,304.03,390.72,1678.88
1636,277.17,699.63,310.13,373.63,1660.56
1637,266.18,733.82,332.11,360.2,1692.31
1638,288.16,693.53,300.37,380.95,1663.01
1639,279.61,703.3,306.47,384.62,1674
1640,262.52,738.71,333.33,358.97,1693.53
1641,284.49,699.63,305.25,387.06,1676.43
1642,283.27,699.63,305.25,383.39,1671.54
1643,284.49,698.41,304.03,385.84,1672.77
1644,283.27,698.41,305.25,385.84,1672.77
1645,283.27,698.41,305.25,384.62,1671.55
1646,284.49,698.41,305.25,384.62,1672.77
1647,284.49,698.41,304.03,384.62,1671.55
1648,283.27,698.41,304.03,384.62,1670.33
1649,284.49,698.41,304.03,383.39,1670.32
1650,283.27,698.41,304.03,384.62,1670.33
1651,283.27,699.63,305.25,384.62,1672.77
1652,284.49,698.41,305.25,383.39,1671.54
1653,284.49,699.63,304.03,383.39,1671.54
1654,284.49,698.41,305.25,384.62,1672.77
1655,283.27,698.41,305.25,383.39,1670.32
1656,283.27,698.41,304.03,384.62,1670.33
1657,283.27,698.41,305.25,384.62,1671.55
1658,284.49,698.41,305.25,384.62,1672.77
1659,283.27,698.41,305.25,384.62,1671.55
1660,283.27,699.63,305.25,384.62,1672.77
1661,283.27,698.41,305.25,383.39,1670.32
1662,283.27,698.41,305.25,384.62,1671.55
1663,284.49,698.41,305.25,384.62,1672.77
1664,283.27,699.63,305.25,384.62,1672.77
1665,283.27,699.63,305.25,384.62,1672.77
1666,283.27,698.41,305.25,383.39,1670.32
1667,283.27,698.41,305.25,384.62,1671.55
1668,284.49,698.41,305.25,384.62,1672.77
1669,283.27,699.63,305.25,384.62,1672.77
1670,283.27,698.41,305.25,384.62,1671.55
1671,283.27,698.41,305.25,383.39,1670.32
1672,283.27,698.41,305.25,383.39,1670.32
1673,283.27,699.63,305.25,389.5,1677.65
1674,289.38,721.61,324.79,396.83,1732.61
1675,289.38,721.61,323.57,395.6,1730.16
1676,289.38,720.39,322.34,394.38,1726.49
1677,288.16,717.95,323.57,396.83,1726.51
1678,289.38,716.73,323.57,396.83,1726.51
1679,289.38,719.17,323.57,396.83,1728.95
1680,289.38,717.95,322.34,396.83,1726.5
1681,285.71,698.41,302.81,385.84,1672.77
1682,284.49,697.19,304.03,385.84,1671.55
1683,284.49,698.41,304.03,387.06,1673.99
1684,283.27,697.19,304.03,385.84,1670.33
1685,283.27,698.41,304.03,385.84,1671.55
1686,283.27,698.41,305.25,385.84,1672.77
1687,284.49,698.41,305.25,385.84,1673.99
1688,283.27,698.41,305.25,385.84,1672.77
1689,284.49,698.41,305.25,385.84,1673.99
1690,284.49,698.41,304.03,385.84,1672.77
1691,284.49,697.19,305.25,385.84,1672.77
1692,283.27,697.19,305.25,385.84,1671.55
1693,284.49,698.41,304.03,385.84,1672.77
1694,284.49,697.19,304.03,385.84,1671.55
1695,284.49,698.41,304.03,385.84,1672.77
1696,284.49,697.19,304.03,385.84,1671.55
1697,284.49,698.41,304.03,385.84,1672.77
1698,283.27,698.41,304.03,385.84,1671.55
1699,284.49,697.19,304.03,385.84,1671.55
1700,283.27,698.41,304.03,385.84,1671.55
1701,284.49,697.19,304.03,385.84,1671.55
1702,284.49,698.41,304.03,384.62,1671.55
1703,284.49,697.19,304.03,385.84,1671.55
1704,283.27,697.19,305.25,385.84,1671.55
1705,284.49,697.19,304.03,384.62,1670.33
1706,283.27,698.41,304.03,385.84,1671.55
1707,283.27,697.19,304.03,385.84,1670.33
1708,283.27,697.19,304.03,385.84,1670.33
1709,283.27,697.19,304.03,384.62,1669.11
1710,283.27,698.41,304.03,384.62,1670.33
1711,284.49,697.19,305.25,385.84,1672.77
1712,283.27,698.41,304.03,385.84,1671.55
1713,283.27,697.19,305.25,385.84,1671.55
1714,284.49,698.41,304.03,384.62,1671.55
1715,279.61,697.19,304.03,384.62,1665.45
1716,283.27,698.41,304.03,384.62,1670.33
1717,283.27,697.19,305.25,385.84,1671.55
1718,283.27,697.19,304.03,385.84,1670.33
1719,283.27,697.19,304.03,385.84,1670.33
1720,284.49,697.19,304.03,385.84,1671.55
1721,283.27,697.19,304.03,385.84,1670.33
1722,284.49,697.19,304.03,384.62,1670.33
1723,283.27,697.19,304.03,384.62,1669.11
1724,283.27,697.19,304.03,385.84,1670.33
1725,284.49,698.41,304.03,385.84,1672.77
1726,284.49,721.61,330.89,393.16,1730.15
1727,284.49,721.61,327.23,390.72,1724.05
1728,283.27,726.5,332.11,390.72,1732.6
1729,284.49,715.51,321.12,389.5,1710.62
1730,284.49,716.73,322.34,389.5,1713.06
1731,284.49,715.51,321.12,390.72,1711.84
1732,284.49,710.62,322.34,394.38,1711.83
1733,285.71,708.18,315.02,394.38,1703.29
1734,285.71,708.18,316.24,396.83,1706.96
1735,286.94,709.4,318.68,395.6,1710.62
1736,285.71,705.74,308.91,384.62,1684.98
1737,284.49,699.63,304.03,384.62,1672.77
1738,284.49,699.63,304.03,384.62,1672.77
1739,286.94,702.08,305.25,384.62,1678.89
1740,282.05,698.41,302.81,385.84,1669.11
1741,285.71,695.97,299.15,387.06,1667.89
1742,283.27,698.41,304.03,387.06,1672.77
1743,283.27,698.41,304.03,385.84,1671.55
1744,283.27,697.19,304.03,385.84,1670.33
1745,283.27,698.41,304.03,385.84,1671.55
1746,267.4,721.61,306.47,383.39,1678.87
1747,275.95,727.72,338.22,393.16,1735.05
1748,272.28,722.83,317.46,365.08,1677.65
1749,285.71,703.3,310.13,385.84,1684.98
1750,264.96,736.26,330.89,376.07,1708.18
1751,272.28,713.06,317.46,388.28,1691.08
1752,283.27,695.97,305.25,387.06,1671.55
1753,277.17,699.63,302.81,384.62,1664.23
1754,272.28,727.72,322.34,372.41,1694.75
1755,269.84,695.97,305.25,376.07,1647.13
1756,267.4,735.04,335.78,358.97,1697.19
1757,275.95,721.61,315.02,361.42,1674
1758,282.05,698.41,304.03,384.62,1669.11
1759,282.05,697.19,302.81,384.62,1666.67
1760,283.27,697.19,304.03,384.62,1669.11
1761,283.27,698.41,304.03,384.62,1670.33
1762,283.27,698.41,304.03,384.62,1670.33
1763,283.27,698.41,304.03,383.39,1669.1
1764,283.27,698.41,304.03,384.62,1670.33
1765,283.27,698.41,307.69,389.5,1678.87
1766,284.49,720.39,324.79,391.94,1721.61
1767,284.49,717.95,326.01,391.94,1720.39
1768,284.49,732.6,334.55,393.16,1744.8
1769,283.27,699.63,307.69,387.06,1677.65
1770,279.61,742.37,349.21,396.83,1768.02
1771,282.05,738.71,345.54,398.05,1764.35
1772,282.05,737.48,340.66,384.62,1744.81
1773,286.94,742.37,358.97,383.39,1771.67
1774,278.39,760.68,357.75,383.39,1780.21
1775,278.39,747.25,346.76,382.17,1754.57
1776,283.27,699.63,304.03,385.84,1672.77
1777,284.49,697.19,304.03,384.62,1670.33
1778,284.49,697.19,304.03,385.84,1671.55
1779,284.49,698.41,304.03,384.62,1671.55
1780,284.49,698.41,305.25,384.62,1672.77
1781,275.95,711.84,318.68,380.95,1687.42
1782,286.94,698.41,302.81,383.39,1671.55
1783,288.16,697.19,310.13,389.5,1684.98
1784,286.94,695.97,304.03,388.28,1675.22
1785,283.27,699.63,304.03,383.39,1670.32
1786,282.05,698.41,305.25,385.84,1671.55
1787,282.05,698.41,305.25,385.84,1671.55
1788,282.05,697.19,306.47,371.18,1656.89
1789,283.27,695.97,301.59,383.39,1664.22
1790,284.49,695.97,302.81,384.62,1667.89
1791,283.27,695.97,304.03,385.84,1669.11
1792,283.27,697.19,302.81,384.62,1667.89
1793,283.27,697.19,302.81,384.62,1667.89
1794,283.27,697.19,302.81,385.84,1669.11
1795,283.27,697.19,304.03,387.06,1671.55
1796,284.49,697.19,305.25,385.84,1672.77
1797,283.27,697.19,305.25,385.84,1671.55
1798,283.27,698.41,304.03,385.84,1671.55
1799,283.27,698.41,304.03,384.62,1670.33
1800,283.27,697.19,304.03,384.62,1669.11
1801,282.05,697.19,302.81,384.62,1666.67
1802,283.27,697.19,302.81,384.62,1667.89
1803,283.27,697.19,304.03,385.84,1670.33
1804,283.27,697.19,302.81,385.84,1669.11
1805,283.27,697.19,304.03,385.84,1670.33
1806,283.27,697.19,302.81,385.84,1669.11
1807,283.27,697.19,304.03,385.84,1670.33
1808,283.27,698.41,304.03,385.84,1671.55
1809,283.27,697.19,304.03,384.62,1669.11
1810,283.27,695.97,304.03,384.62,1667.89
1811,282.05,695.97,304.03,384.62,1666.67
1812,283.27,697.19,302.81,384.62,1667.89
1813,283.27,695.97,301.59,387.06,1667.89
1814,282.05,698.41,304.03,384.62,1669.11
1815,282.05,697.19,304.03,383.39,1666.66
1816,283.27,697.19,304.03,384.62,1669.11
1817,283.27,697.19,304.03,383.39,1667.88
1818,283.27,697.19,302.81,383.39,1666.66
1819,282.05,697.19,304.03,384.62,1667.89
1820,282.05,698.41,304.03,385.84,1670.33
1821,282.05,697.19,304.03,384.62,1667.89
1822,282.05,697.19,304.03,384.62,1667.89
1823,283.27,697.19,304.03,383.39,1667.88
1824,283.27,697.19,304.03,384.62,1669.11
1825,282.05,697.19,304.03,383.39,1666.66
1826,283.27,697.19,304.03,384.62,1669.11
1827,282.05,709.4,318.68,389.5,1699.63
1828,284.49,709.4,317.46,390.72,1702.07
1829,284.49,709.4,316.24,389.5,1699.63
1830,284.49,717.95,323.57,388.28,1714.29
1831,284.49,697.19,304.03,385.84,1671.55
1832,283.27,697.19,304.03,384.62,1669.11
1833,283.27,697.19,304.03,384.62,1669.11
1834,283.27,697.19,302.81,385.84,1669.11
1835,283.27,697.19,304.03,384.62,1669.11
1836,283.27,697.19,302.81,384.62,1667.89
1837,282.05,698.41,304.03,385.84,1670.33
1838,283.27,697.19,302.81,382.17,1665.44
1839,278.39,697.19,306.47,387.06,1669.11
1840,283.27,697.19,302.81,384.62,1667.89
1841,283.27,698.41,310.13,388.28,1680.09
1842,282.05,714.29,321.12,389.5,1706.96
1843,282.05,715.51,323.57,388.28,1709.41
1844,280.83,720.39,326.01,389.5,1716.73
1845,280.83,720.39,327.23,388.28,1716.73
1846,280.83,720.39,328.45,388.28,1717.95
1847,280.83,720.39,327.23,388.28,1716.73
1848,282.05,721.61,328.45,388.28,1720.39
1849,280.83,721.61,329.67,388.28,1720.39
1850,279.61,724.05,330.89,387.06,1721.61
1851,278.39,703.3,312.58,383.39,1677.66
1852,283.27,704.52,306.47,378.51,1672.77
1853,288.16,709.4,312.58,394.38,1704.52
1854,275.95,697.19,313.8,411.48,1698.42
1855,290.6,708.18,302.81,399.27,1700.86
1856,289.38,726.5,297.92,411.48,1725.28
1857,291.82,708.18,316.24,404.15,1720.39
1858,288.16,710.62,308.91,402.93,1710.62
1859,300.37,704.52,318.68,407.81,1731.38
1860,315.02,716.73,311.36,388.28,1731.39
1861,288.16,699.63,304.03,384.62,1676.44
1862,283.27,697.19,305.25,385.84,1671.55
1863,283.27,697.19,304.03,385.84,1670.33
1864,282.05,700.85,304.03,389.5,1676.43
1865,284.49,697.19,304.03,385.84,1671.55
1866,283.27,697.19,304.03,385.84,1670.33
1867,284.49,697.19,302.81,387.06,1671.55
1868,283.27,695.97,304.03,387.06,1670.33
1869,283.27,695.97,304.03,387.06,1670.33
1870,286.94,694.75,305.25,382.17,1669.11
1871,278.39,697.19,302.81,385.84,1664.23
1872,283.27,697.19,304.03,387.06,1671.55
1873,284.49,697.19,304.03,385.84,1671.55
1874,283.27,697.19,304.03,385.84,1670.33
1875,283.27,695.97,304.03,385.84,1669.11
1876,283.27,698.41,304.03,387.06,1672.77
1877,283.27,697.19,304.03,385.84,1670.33
1878,283.27,697.19,302.81,385.84,1669.11
1879,284.49,697.19,304.03,385.84,1671.55
1880,283.27,695.97,304.03,385.84,1669.11
1881,283.27,697.19,304.03,385.84,1670.33
1882,283.27,697.19,304.03,385.84,1670.33
1883,283.27,697.19,304.03,385.84,1670.33
1884,283.27,695.97,304.03,385.84,1669.11
1885,284.49,697.19,305.25,385.84,1672.77
1886,283.27,697.19,304.03,385.84,1670.33
1887,283.27,697.19,302.81,385.84,1669.11
1888,283.27,697.19,304.03,385.84,1670.33
1889,283.27,698.41,304.03,385.84,1671.55
1890,283.27,695.97,305.25,387.06,1671.55
1891,283.27,697.19,305.25,385.84,1671.55
1892,283.27,697.19,304.03,385.84,1670.33
1893,283.27,697.19,304.03,385.84,1670.33
1894,284.49,697.19,305.25,385.84,1672.77
1895,284.49,697.19,304.03,385.84,1671.55
1896,284.49,697.19,304.03,387.06,1672.77
1897,283.27,697.19,304.03,385.84,1670.33
1898,283.27,697.19,304.03,385.84,1670.33
1899,283.27,697.19,305.25,385.84,1671.55
1900,283.27,698.41,304.03,385.84,1671.55
1901,283.27,697.19,304.03,385.84,1670.33
1902,283.27,697.19,304.03,384.62,1669.11
1903,284.49,697.19,304.03,385.84,1671.55
1904,283.27,697.19,304.03,387.06,1671.55
1905,283.27,697.19,304.03,387.06,1671.55
1906,283.27,697.19,304.03,387.06,1671.55
1907,283.27,697.19,304.03,387.06,1671.55
1908,283.27,697.19,304.03,387.06,1671.55
1909,283.27,697.19,304.03,387.06,1671.55
1910,283.27,697.19,304.03,385.84,1670.33
1911,283.27,697.19,304.03,385.84,1670.33
1912,283.27,697.19,305.25,385.84,1671.55
1913,283.27,697.19,304.03,385.84,1670.33
1914,284.49,697.19,304.03,385.84,1671.55
1915,283.27,697.19,304.03,387.06,1671.55
1916,283.27,697.19,304.03,387.06,1671.55
1917,283.27,697.19,304.03,387.06,1671.55
1918,283.27,697.19,304.03,387.06,1671.55
1919,283.27,698.41,305.25,387.06,1673.99
1920,283.27,697.19,304.03,385.84,1670.33
1921,283.27,697.19,304.03,387.06,1671.55
1922,282.05,697.19,305.25,387.06,1671.55
1923,283.27,697.19,305.25,387.06,1672.77
1924,283.27,697.19,305.25,387.06,1672.77
1925,283.27,697.19,302.81,387.06,1670.33
1926,283.27,698.41,304.03,385.84,1671.55
1927,284.49,695.97,302.81,387.06,1670.33
1928,283.27,695.97,304.03,385.84,1669.11
1929,283.27,697.19,304.03,384.62,1669.11
1930,283.27,697.19,304.03,385.84,1670.33
1931,283.27,697.19,304.03,384.62,1669.11
1932,283.27,697.19,305.25,387.06,1672.77
1933,282.05,695.97,304.03,387.06,1669.11
1934,284.49,695.97,304.03,385.84,1670.33
1935,284.49,695.97,304.03,385.84,1670.33
1936,283.27,695.97,304.03,385.84,1669.11
1937,284.49,697.19,304.03,385.84,1671.55
1938,283.27,697.19,304.03,385.84,1670.33
1939,283.27,697.19,304.03,388.28,1672.77
1940,283.27,697.19,304.03,387.06,1671.55
1941,282.05,697.19,304.03,385.84,1669.11
1942,283.27,695.97,302.81,385.84,1667.89
1943,283.27,697.19,304.03,385.84,1670.33
1944,282.05,697.19,304.03,387.06,1670.33
1945,283.27,697.19,304.03,384.62,1669.11
1946,283.27,697.19,302.81,384.62,1667.89
1947,283.27,697.19,304.03,387.06,1671.55
1948,283.27,697.19,305.25,387.06,1672.77
1949,283.27,697.19,304.03,384.62,1669.11
1950,283.27,697.19,304.03,385.84,1670.33
1951,283.27,695.97,304.03,387.06,1670.33
1952,284.49,697.19,304.03,385.84,1671.55
1953,283.27,697.19,304.03,385.84,1670.33
1954,283.27,697.19,304.03,388.28,1672.77
1955,284.49,697.19,304.03,387.06,1672.77
1956,283.27,697.19,304.03,385.84,1670.33
1957,284.49,697.19,304.03,387.06,1672.77
1958,283.27,697.19,302.81,385.84,1669.11
1959,283.27,697.19,304.03,385.84,1670.33
1960,283.27,698.41,304.03,385.84,1671.55
1961,283.27,697.19,304.03,385.84,1670.33
1962,283.27,698.41,302.81,387.06,1671.55
1963,283.27,697.19,304.03,388.28,1672.77
1964,283.27,697.19,304.03,385.84,1670.33
1965,283.27,698.41,304.03,385.84,1671.55
1966,283.27,695.97,302.81,387.06,1669.11
1967,283.27,697.19,302.81,384.62,1667.89
1968,283.27,697.19,304.03,387.06,1671.55
1969,282.05,697.19,304.03,385.84,1669.11
1970,283.27,695.97,304.03,387.06,1670.33
1971,283.27,697.19,302.81,385.84,1669.11
1972,283.27,697.19,304.03,387.06,1671.55
1973,283.27,697.19,304.03,385.84,1670.33
1974,283.27,697.19,302.81,385.84,1669.11
1975,283.27,695.97,302.81,385.84,1667.89
1976,283.27,697.19,305.25,387.06,1672.77
1977,283.27,697.19,304.03,385.84,1670.33
1978,283.27,697.19,302.81,385.84,1669.11
1979,283.27,697.19,304.03,387.06,1671.55
1980,282.05,697.19,304.03,385.84,1669.11
1981,283.27,697.19,304.03,387.06,1671.55
1982,283.27,697.19,304.03,385.84,1670.33
1983,282.05,698.41,302.81,385.84,1669.11
1984,282.05,697.19,304.03,387.06,1670.33
1985,282.05,697.19,304.03,385.84,1669.11
1986,283.27,697.19,304.03,385.84,1670.33
1987,283.27,697.19,302.81,385.84,1669.11
1988,283.27,697.19,304.03,385.84,1670.33
1989,282.05,697.19,304.03,387.06,1670.33
1990,282.05,695.97,304.03,387.06,1669.11
1991,283.27,697.19,304.03,385.84,1670.33
1992,282.05,697.19,304.03,385.84,1669.11
1993,283.27,697.19,304.03,387.06,1671.55
1994,283.27,697.19,304.03,387.06,1671.55
1995,284.49,697.19,304.03,385.84,1671.55
1996,282.05,697.19,304.03,385.84,1669.11
1997,283.27,697.19,302.81,384.62,1667.89
1998,283.27,697.19,304.03,385.84,1670.33
1999,283.27,697.19,304.03,385.84,1670.33
2000,283.27,697.19,304.03,387.06,1671.55
2001,284.49,698.41,304.03,387.06,1673.99
2002,283.27,697.19,304.03,385.84,1670.33
2003,283.27,695.97,304.03,387.06,1670.33
2004,283.27,697.19,302.81,385.84,1669.11
2005,283.27,697.19,304.03,387.06,1671.55
2006,283.27,697.19,302.81,384.62,1667.89
2007,283.27,695.97,304.03,385.84,1669.11
2008,283.27,697.19,305.25,385.84,1671.55
2009,283.27,695.97,304.03,385.84,1669.11
2010,283.27,697.19,304.03,385.84,1670.33
2011,283.27,695.97,304.03,385.84,1669.11
2012,283.27,697.19,304.03,385.84,1670.33
2013,284.49,697.19,304.03,385.84,1671.55
2014,283.27,697.19,302.81,387.06,1670.33
2015,283.27,697.19,304.03,385.84,1670.33
2016,283.27,697.19,304.03,387.06,1671.55
2017,283.27,697.19,304.03,385.84,1670.33
2018,283.27,697.19,304.03,387.06,1671.55
2019,283.27,697.19,302.81,385.84,1669.11
2020,283.27,697.19,304.03,387.06,1671.55
2021,283.27,697.19,304.03,385.84,1670.33
2022,283.27,697.19,304.03,387.06,1671.55
2023,282.05,697.19,302.81,385.84,1667.89
2024,283.27,697.19,304.03,387.06,1671.55
2025,283.27,695.97,302.81,385.84,1667.89
2026,283.27,695.97,302.81,385.84,1667.89
2027,283.27,697.19,302.81,385.84,1669.11
2028,282.05,697.19,304.03,387.06,1670.33
2029,283.27,695.97,302.81,385.84,1667.89
2030,282.05,697.19,304.03,387.06,1670.33
2031,282.05,697.19,304.03,387.06,1670.33
2032,282.05,697.19,304.03,387.06,1670.33
2033,282.05,697.19,302.81,385.84,1667.89
2034,283.27,697.19,302.81,385.84,1669.11
2035,283.27,695.97,302.81,385.84,1667.89
2036,283.27,697.19,304.03,385.84,1670.33
2037,283.27,695.97,304.03,385.84,1669.11
2038,283.27,695.97,302.81,385.84,1667.89
2039,283.27,697.19,304.03,385.84,1670.33
2040,282.05,695.97,304.03,385.84,1667.89
2041,282.05,697.19,304.03,385.84,1669.11
2042,282.05,697.19,302.81,384.62,1666.67
2043,283.27,697.19,304.03,387.06,1671.55
2044,283.27,695.97,304.03,385.84,1669.11
2045,282.05,697.19,304.03,387.06,1670.33
2046,282.05,697.19,304.03,385.84,1669.11
2047,282.05,697.19,304.03,385.84,1669.11
2048,282.05,697.19,305.25,387.06,1671.55
2049,282.05,697.19,304.03,385.84,1669.11
2050,283.27,697.19,302.81,385.84,1669.11
2051,283.27,697.19,302.81,387.06,1670.33
2052,282.05,695.97,304.03,387.06,1669.11
2053,282.05,697.19,302.81,385.84,1667.89
2054,283.27,697.19,302.81,384.62,1667.89
2055,283.27,697.19,304.03,385.84,1670.33
2056,283.27,697.19,304.03,387.06,1671.55
2057,283.27,697.19,302.81,385.84,1669.11
2058,283.27,697.19,304.03,385.84,1670.33
2059,282.05,697.19,302.81,385.84,1667.89
2060,282.05,697.19,304.03,385.84,1669.11
2061,283.27,697.19,305.25,385.84,1671.55
2062,283.27,697.19,304.03,385.84,1670.33
2063,283.27,697.19,302.81,385.84,1669.11
2064,282.05,697.19,302.81,385.84,1667.89
2065,282.05,697.19,304.03,385.84,1669.11
2066,283.27,697.19,302.81,385.84,1669.11
2067,283.27,697.19,302.81,385.84,1669.11
2068,283.27,695.97,302.81,385.84,1667.89
2069,283.27,697.19,302.81,384.62,1667.89
2070,282.05,697.19,302.81,385.84,1667.89
2071,282.05,697.19,302.81,384.62,1666.67
2072,283.27,697.19,302.81,385.84,1669.11
2073,282.05,697.19,302.81,385.84,1667.89
2074,282.05,697.19,304.03,387.06,1670.33
2075,283.27,697.19,304.03,387.06,1671.55
2076,283.27,695.97,304.03,387.06,1670.33
2077,282.05,697.19,304.03,385.84,1669.11
2078,283.27,697.19,302.81,387.06,1670.33
2079,283.27,695.97,302.81,385.84,1667.89
2080,282.05,695.97,302.81,385.84,1666.67
2081,282.05,697.19,302.81,385.84,1667.89
2082,283.27,695.97,302.81,385.84,1667.89
2083,283.27,697.19,301.59,384.62,1666.67
2084,283.27,697.19,302.81,384.62,1667.89
2085,283.27,697.19,302.81,384.62,1667.89
2086,282.05,695.97,302.81,385.84,1666.67
2087,282.05,697.19,302.81,385.84,1667.89
2088,283.27,697.19,304.03,385.84,1670.33
2089,282.05,695.97,302.81,385.84,1666.67
2090,282.05,695.97,302.81,384.62,1665.45
2091,282.05,697.19,304.03,385.84,1669.11
2092,282.05,697.19,304.03,385.84,1669.11
2093,282.05,697.19,304.03,385.84,1669.11
2094,282.05,695.97,304.03,387.06,1669.11
2095,282.05,695.97,304.03,385.84,1667.89
2096,282.05,697.19,302.81,384.62,1666.67
2097,282.05,695.97,304.03,385.84,1667.89
2098,282.05,695.97,302.81,387.06,1667.89
2099,282.05,695.97,304.03,387.06,1669.11
2100,282.05,695.97,304.03,387.06,1669.11
2101,282.05,695.97,302.81,387.06,1667.89
2102,282.05,697.19,304.03,385.84,1669.11
2103,282.05,697.19,304.03,387.06,1670.33
2104,282.05,697.19,304.03,387.06,1670.33
2105,282.05,697.19,304.03,387.06,1670.33
2106,282.05,695.97,304.03,387.06,1669.11
2107,282.05,697.19,302.81,385.84,1667.89
2108,283.27,695.97,302.81,387.06,1669.11
2109,282.05,697.19,304.03,385.84,1669.11
2110,283.27,695.97,304.03,387.06,1670.33
2111,282.05,697.19,302.81,387.06,1669.11
2112,283.27,697.19,304.03,385.84,1670.33
2113,282.05,695.97,302.81,385.84,1666.67
2114,283.27,695.97,302.81,387.06,1669.11
2115,282.05,695.97,302.81,385.84,1666.67
2116,282.05,695.97,302.81,387.06,1667.89
2117,282.05,695.97,302.81,387.06,1667.89
2118,282.05,695.97,302.81,385.84,1666.67
2119,283.27,697.19,302.81,387.06,1670.33
2120,282.05,695.97,302.81,385.84,1666.67
2121,283.27,695.97,302.81,385.84,1667.89
2122,282.05,695.97,304.03,385.84,1667.89
2123,282.05,697.19,304.03,387.06,1670.33
2124,282.05,697.19,305.25,387.06,1671.55
2125,282.05,697.19,304.03,385.84,1669.11
2126,282.05,695.97,302.81,385.84,1666.67
2127,282.05,695.97,302.81,387.06,1667.89
2128,283.27,697.19,304.03,387.06,1671.55
2129,282.05,697.19,302.81,385.84,1667.89
2130,282.05,697.19,302.81,387.06,1669.11
2131,282.05,695.97,302.81,385.84,1666.67
2132,282.05,697.19,302.81,387.06,1669.11
2133,283.27,695.97,304.03,385.84,1669.11
2134,283.27,697.19,304.03,387.06,1671.55
2135,282.05,695.97,302.81,387.06,1667.89
2136,282.05,695.97,304.03,385.84,1667.89
2137,282.05,697.19,302.81,385.84,1667.89
2138,282.05,695.97,302.81,387.06,1667.89
2139,282.05,694.75,302.81,385.84,1665.45
2140,283.27,695.97,302.81,385.84,1667.89
